NAME_2,NAME_3,lat,long,avg_rainfall,max_rainfall,elevation,slope,ndvi,month,year,landcover_class,population_density,drainage_density,distance_to_river,banjir
Parigi Moutong,Parigi Moutong_Kec_10,1.187569,123.986483,199.31,242.51,254.24,31.51,0.601,4,2024,Tree Cover,98.91,5.37,549.13,0
Buol,Buol_Kec_10,1.069494,123.933632,65.93,112.83,710.15,9.87,0.25,2,2020,Agriculture,171.69,5.121,3971.61,0
Tolitoli,Tolitoli_Kec_16,0.755647,122.629676,141.34,213.2,10.17,15.6,0.381,2,2019,Tree Cover,130.25,0.529,660.06,0
Tojo Una-Una,Tojo Una-Una_Kec_12,-0.564305,119.86692,115.45,150.76,360.63,11.26,0.274,8,2016,Tree Cover,360.88,2.375,1162.22,0
Poso,Poso_Kec_4,-0.761993,121.756027,131.66,193.73,10.21,18.26,0.248,7,2022,Tree Cover,360.68,5.608,1132.3,0
Morowali Utara,Morowali Utara_Kec_12,-1.106546,121.470852,180.5,229.9,127.49,3.31,0.284,11,2020,Agriculture,24.65,3.114,698.51,0
Poso,Poso_Kec_2,0.304691,123.093008,97.27,113.7,204.69,9.57,0.706,5,2023,Tree Cover,377.84,1.705,512.33,0
Poso,Poso_Kec_3,-0.793608,122.127203,181.48,265.2,38.21,36.03,0.755,7,2020,Tree Cover,113.87,5.099,1137.2,0
Morowali,Morowali_Kec_15,-0.758168,120.435173,35.55,125.28,61.04,4.04,0.234,6,2020,Tree Cover,240.88,1.028,111.95,0
Tolitoli,Tolitoli_Kec_16,-1.191935,120.05923,138.21,220.77,28.93,10.77,0.38,11,2017,Agriculture,95.92,0.745,429.45,0
Parigi Moutong,Parigi Moutong_Kec_18,-1.49275,121.011634,181.37,212.72,142.9,3.45,0.447,10,2016,Tree Cover,189.14,2.14,16.63,1
Banggai,Banggai_Kec_9,-1.600045,123.991106,177.78,251.7,227.46,9.09,0.227,9,2023,Agriculture,341.36,1.919,170.68,0
Donggala,Donggala_Kec_20,-0.076387,121.076281,130.83,131.53,398.57,12.66,0.186,2,2017,Built-up,1076.91,2.039,1704.58,0
Banggai Kepulauan,Banggai Kepulauan_Kec_8,0.667091,122.231396,176.24,232.95,92.76,2.82,0.332,4,2022,Agriculture,49.05,5.921,253.95,0
Palu,Palu_Kec_17,-0.585321,120.351247,123.88,163.94,416.95,24.14,0.392,10,2016,Agriculture,207.15,2.457,34.28,0
Banggai Laut,Banggai Laut_Kec_8,-0.877651,122.296976,163.52,207.87,9.97,21.86,0.13,5,2022,Agriculture,118.82,0.788,2039.34,0
Donggala,Donggala_Kec_14,-0.08134,122.421757,100.55,107.15,220.88,7.56,0.055,6,2022,Bareland,418.47,0.849,2158.04,0
Tolitoli,Tolitoli_Kec_16,-1.23001,121.217221,54.57,80.43,87.57,14.41,0.87,2,2019,Tree Cover,96.14,1.903,1288.49,0
Donggala,Donggala_Kec_5,-1.235555,120.014245,161.95,168.25,213.37,7.21,0.264,7,2017,Agriculture,143.31,3.184,616.38,0
Banggai,Banggai_Kec_6,0.515676,122.083272,118.65,213.61,5.07,18.3,0.318,2,2018,Tree Cover,1357.37,5.023,1073.24,0
Banggai Laut,Banggai Laut_Kec_16,-1.74932,121.898501,10.0,16.32,298.2,40.1,0.366,11,2023,Tree Cover,1168.53,4.059,189.27,0
Banggai Laut,Banggai Laut_Kec_7,-0.930189,120.43342,78.29,174.73,673.12,10.02,0.199,5,2020,Bareland,416.4,1.473,713.46,0
Morowali,Morowali_Kec_10,-0.459835,121.313683,10.0,60.5,81.67,19.04,0.158,4,2024,Built-up,2112.68,3.8,1302.71,0
Banggai Laut,Banggai Laut_Kec_2,-0.242725,123.55201,153.9,255.9,114.05,13.59,0.457,8,2015,Agriculture,84.84,2.399,919.85,0
Banggai Laut,Banggai Laut_Kec_19,-0.853358,120.577428,186.68,216.25,250.73,13.23,0.292,5,2015,Agriculture,203.36,5.181,191.56,0
Banggai,Banggai_Kec_2,-0.84577,120.255551,81.7,102.42,514.34,6.21,0.198,1,2019,Agriculture,184.09,5.308,177.86,0
Morowali Utara,Morowali Utara_Kec_6,-0.560332,119.571454,134.19,203.22,84.37,35.92,0.347,12,2017,Agriculture,155.6,3.409,61.55,0
Morowali Utara,Morowali Utara_Kec_16,0.88723,120.440858,105.59,125.34,176.48,5.22,0.317,1,2021,Agriculture,718.27,2.743,565.07,0
Tolitoli,Tolitoli_Kec_10,-1.592051,120.787839,180.45,280.5,185.78,17.02,0.275,9,2022,Agriculture,1440.8,0.441,229.16,0
Palu,Palu_Kec_10,-1.745048,120.753221,241.42,268.95,153.41,9.81,0.506,3,2016,Tree Cover,535.31,2.233,1144.47,0
Banggai Kepulauan,Banggai Kepulauan_Kec_20,-1.19675,120.122117,173.35,196.45,1271.81,23.96,-0.076,4,2023,Agriculture,1926.79,2.561,1647.14,0
Morowali,Morowali_Kec_10,-1.401954,123.557793,114.53,130.28,153.77,21.88,0.474,6,2021,Tree Cover,448.24,5.063,230.57,0
Banggai Laut,Banggai Laut_Kec_18,0.466834,123.144569,192.44,266.23,203.21,18.66,0.274,6,2019,Tree Cover,818.27,3.299,1474.64,0
Sigi,Sigi_Kec_17,-0.851846,123.943042,305.06,416.12,130.04,27.62,0.073,6,2017,Bareland,100.72,5.182,176.49,0
Poso,Poso_Kec_7,-0.474611,123.213954,133.69,134.34,222.39,15.78,0.626,6,2018,Tree Cover,465.77,5.435,957.8,0
Buol,Buol_Kec_4,-1.256225,124.123237,203.76,256.84,75.38,13.5,0.484,5,2017,Tree Cover,751.4,5.425,210.27,0
Sigi,Sigi_Kec_15,-1.633603,123.889221,207.15,274.68,13.63,5.06,0.493,4,2017,Tree Cover,156.54,4.47,151.34,0
Tolitoli,Tolitoli_Kec_6,-0.446496,123.828188,152.88,194.23,173.58,7.0,0.499,9,2015,Agriculture,77.12,3.043,64.37,0
Tolitoli,Tolitoli_Kec_11,-0.745477,120.623794,76.42,101.72,463.68,10.14,0.546,4,2018,Tree Cover,393.68,0.799,474.24,0
Buol,Buol_Kec_10,0.017026,121.327644,78.32,134.94,134.05,10.1,0.378,7,2023,Agriculture,445.94,1.393,597.53,0
Sigi,Sigi_Kec_20,-0.376063,122.290707,128.61,156.19,132.69,13.43,0.315,5,2024,Tree Cover,216.51,1.099,419.95,0
Morowali Utara,Morowali Utara_Kec_17,-0.476896,121.269354,114.86,183.75,602.83,4.14,0.525,2,2022,Tree Cover,1213.54,3.99,413.52,0
Morowali,Morowali_Kec_3,1.001233,123.449908,86.27,104.65,7.16,27.28,0.309,10,2015,Tree Cover,1187.95,2.966,450.02,0
Banggai Laut,Banggai Laut_Kec_4,-0.506681,124.339438,114.15,129.42,264.75,26.64,0.136,3,2018,Agriculture,222.75,2.132,5075.73,0
Sigi,Sigi_Kec_16,0.615664,123.52494,198.62,275.62,165.38,11.47,0.191,10,2023,Bareland,471.64,4.327,37.53,0
Parigi Moutong,Parigi Moutong_Kec_1,-0.118634,121.113139,121.03,186.33,444.35,14.87,0.023,6,2018,Bareland,285.73,1.407,136.95,0
Morowali Utara,Morowali Utara_Kec_8,1.185285,120.388766,137.28,156.54,544.34,19.13,0.478,8,2024,Tree Cover,239.45,2.469,1606.99,0
Buol,Buol_Kec_9,1.178174,124.295967,132.52,170.34,354.29,6.71,0.114,3,2022,Bareland,271.26,2.286,689.55,0
Poso,Poso_Kec_19,-1.747962,124.469989,102.68,105.7,618.53,34.11,0.246,1,2018,Agriculture,305.75,1.22,1134.55,0
Poso,Poso_Kec_12,0.970808,123.414942,123.94,188.87,205.3,10.14,0.592,9,2023,Tree Cover,461.77,1.441,66.63,0
Tolitoli,Tolitoli_Kec_8,0.024958,121.310744,91.29,121.13,133.11,37.91,0.621,10,2016,Tree Cover,1608.1,4.465,952.97,0
Palu,Palu_Kec_4,0.348993,124.489424,32.8,113.32,239.22,7.98,0.218,5,2023,Tree Cover,861.69,5.902,1674.83,0
Poso,Poso_Kec_6,-0.157535,121.242659,77.86,84.59,81.88,8.85,0.076,4,2015,Bareland,78.29,2.936,884.54,0
Banggai Laut,Banggai Laut_Kec_17,-1.160589,123.924364,63.52,74.14,64.87,29.65,0.452,6,2016,Tree Cover,239.15,0.506,979.09,0
Tolitoli,Tolitoli_Kec_4,-0.981996,119.516894,63.5,137.22,100.52,17.2,0.088,6,2020,Built-up,581.45,2.319,1159.18,0
Poso,Poso_Kec_12,0.981036,121.491888,161.41,232.95,10.1,13.38,0.348,3,2016,Agriculture,152.18,5.031,826.6,0
Parigi Moutong,Parigi Moutong_Kec_5,-0.52975,124.129958,194.85,265.74,245.72,5.83,0.678,1,2020,Tree Cover,772.23,0.94,1398.84,0
Tojo Una-Una,Tojo Una-Una_Kec_5,0.625759,124.101356,146.03,153.52,324.12,5.05,0.65,11,2024,Tree Cover,89.67,2.648,1546.09,0
Tojo Una-Una,Tojo Una-Una_Kec_20,-0.203758,121.281158,184.45,223.2,21.84,16.8,0.248,2,2020,Tree Cover,106.13,4.271,2187.24,0
Morowali Utara,Morowali Utara_Kec_18,0.034303,119.844664,184.09,221.64,190.93,14.17,0.482,1,2017,Tree Cover,278.07,3.11,727.35,0
Buol,Buol_Kec_18,-0.77771,121.839071,154.02,186.04,88.92,5.92,0.351,9,2022,Agriculture,85.3,4.914,368.21,0
Buol,Buol_Kec_8,0.684376,122.692625,159.13,216.95,270.04,27.83,0.385,2,2017,Agriculture,417.65,5.724,161.83,0
Banggai,Banggai_Kec_15,-1.165254,122.570325,233.94,312.79,337.56,26.15,0.229,9,2023,Tree Cover,1088.24,3.742,492.64,0
Donggala,Donggala_Kec_19,-0.889377,122.60473,113.56,191.97,53.53,10.26,0.393,8,2016,Agriculture,416.9,4.731,1614.12,0
Palu,Palu_Kec_18,-0.730876,122.698222,74.42,79.32,337.11,19.91,0.379,1,2018,Agriculture,174.36,1.648,3329.21,0
Banggai Kepulauan,Banggai Kepulauan_Kec_18,0.990676,123.443871,81.77,89.04,46.66,10.48,0.368,10,2022,Agriculture,244.52,4.478,1096.63,0
Sigi,Sigi_Kec_11,0.130901,120.718586,145.47,153.89,21.5,10.29,0.24,4,2021,Tree Cover,167.05,1.866,546.2,0
Donggala,Donggala_Kec_7,0.986503,122.45667,179.38,224.91,617.37,15.67,0.381,3,2017,Tree Cover,409.37,0.645,526.65,0
Donggala,Donggala_Kec_17,-0.301364,120.761297,155.4,199.53,200.95,23.04,0.423,4,2015,Tree Cover,305.07,0.44,382.92,0
Buol,Buol_Kec_2,0.045682,121.627076,146.25,184.65,168.64,5.89,0.316,2,2022,Tree Cover,146.98,3.852,518.46,1
Sigi,Sigi_Kec_17,0.352421,122.787367,169.91,220.82,121.46,13.73,-0.149,10,2016,Bareland,1027.76,2.878,1013.5,0
Tojo Una-Una,Tojo Una-Una_Kec_19,0.074421,121.991857,148.24,224.4,23.92,11.53,0.289,12,2020,Agriculture,215.75,5.401,145.28,0
Banggai,Banggai_Kec_15,-1.186469,121.578745,92.02,212.19,184.52,31.81,0.043,1,2022,Built-up,196.31,1.249,34.36,1
Buol,Buol_Kec_10,0.62156,121.303516,173.77,179.62,181.88,10.01,0.32,2,2015,Agriculture,172.02,3.717,924.22,0
Morowali Utara,Morowali Utara_Kec_9,0.658038,124.055426,157.44,189.94,176.69,18.62,0.241,11,2020,Agriculture,292.96,3.604,139.84,0
Tolitoli,Tolitoli_Kec_7,0.043874,122.247767,166.11,195.01,212.0,14.49,0.64,6,2021,Tree Cover,300.23,4.2,60.5,1
Banggai Kepulauan,Banggai Kepulauan_Kec_3,-0.423733,124.192081,134.46,181.56,556.1,6.73,0.857,1,2016,Tree Cover,938.16,1.434,1701.25,0
Palu,Palu_Kec_14,0.771253,120.854737,201.14,264.49,9.93,33.05,0.128,10,2023,Bareland,1179.15,0.282,1111.24,1
Tolitoli,Tolitoli_Kec_3,-0.753956,120.398735,246.7,351.73,227.2,17.84,0.306,8,2015,Agriculture,1083.4,1.913,387.81,1
Donggala,Donggala_Kec_16,0.71071,122.825241,141.49,174.57,3.24,10.87,-0.008,6,2020,Agriculture,477.89,3.714,640.17,0
Poso,Poso_Kec_14,-0.686641,119.983449,93.75,153.03,779.35,12.81,0.485,2,2016,Agriculture,159.91,3.893,458.85,0
Buol,Buol_Kec_5,-0.796661,121.207741,78.01,85.95,333.22,17.21,0.107,3,2015,Built-up,294.98,1.695,672.81,0
Tolitoli,Tolitoli_Kec_14,-0.495123,120.059865,97.07,154.82,434.11,7.83,0.504,6,2016,Tree Cover,640.15,1.7,183.81,0
Morowali,Morowali_Kec_13,0.150469,123.80839,139.13,196.25,335.14,17.11,0.462,4,2024,Tree Cover,57.87,4.148,1779.58,0
Morowali Utara,Morowali Utara_Kec_13,-0.757965,121.916189,149.4,193.51,185.39,1.82,0.623,2,2021,Tree Cover,166.35,0.876,97.97,0
Donggala,Donggala_Kec_18,1.186046,121.132485,76.45,121.76,115.61,21.56,0.443,6,2020,Agriculture,329.11,3.233,491.98,0
Banggai Laut,Banggai Laut_Kec_12,-1.296363,119.548331,135.78,185.88,75.4,15.14,0.481,11,2015,Agriculture,969.72,3.548,259.33,0
Sigi,Sigi_Kec_18,0.240797,123.954059,150.04,166.44,61.56,10.89,0.297,2,2021,Tree Cover,156.49,5.601,1127.53,0
Banggai,Banggai_Kec_5,-1.485725,123.681549,112.09,116.09,171.49,9.43,0.398,4,2022,Agriculture,230.93,5.282,134.33,0
Palu,Palu_Kec_1,-0.811838,121.340668,147.95,195.32,438.5,15.95,0.333,4,2023,Tree Cover,511.38,2.644,255.94,0
Tojo Una-Una,Tojo Una-Una_Kec_18,-1.373679,120.796958,132.5,135.63,227.34,20.38,0.195,9,2017,Bareland,541.37,2.932,617.36,0
Banggai,Banggai_Kec_13,-0.133478,123.456708,185.24,187.05,220.25,26.21,0.9,11,2020,Tree Cover,306.06,4.219,1548.27,0
Parigi Moutong,Parigi Moutong_Kec_8,0.704922,120.388099,187.68,251.15,408.26,6.72,0.787,7,2020,Tree Cover,360.49,3.148,61.25,0
Tojo Una-Una,Tojo Una-Una_Kec_12,0.668232,124.233996,240.94,299.15,168.03,8.13,0.702,2,2020,Tree Cover,707.79,3.669,895.79,0
Sigi,Sigi_Kec_9,-0.428117,121.561588,128.9,197.87,194.62,6.89,-0.034,3,2016,Agriculture,1045.75,1.023,236.28,0
Tolitoli,Tolitoli_Kec_4,1.080201,119.837641,215.37,296.53,293.47,14.42,0.417,7,2016,Agriculture,367.84,0.988,1066.37,0
Buol,Buol_Kec_14,-1.021536,122.977266,92.48,168.44,1097.6,6.18,0.293,1,2017,Agriculture,192.88,5.048,2692.04,0
Parigi Moutong,Parigi Moutong_Kec_7,-0.121952,122.643197,207.12,255.39,188.96,12.45,0.407,11,2022,Agriculture,331.02,1.525,223.18,1
Donggala,Donggala_Kec_20,0.470339,123.684697,112.67,193.83,207.4,14.1,0.035,11,2024,Agriculture,25.62,2.858,1532.43,0
Tojo Una-Una,Tojo Una-Una_Kec_20,-1.665683,122.21085,142.99,183.07,320.57,2.6,0.127,4,2022,Built-up,36.66,2.305,2116.86,0
Tolitoli,Tolitoli_Kec_2,-0.850217,124.315204,35.8,80.93,244.79,10.27,0.41,7,2024,Agriculture,80.62,5.845,480.47,0
Tolitoli,Tolitoli_Kec_2,0.257445,121.030796,197.66,240.28,666.09,9.28,-0.049,6,2024,Bareland,596.78,2.16,1747.18,1
Tojo Una-Una,Tojo Una-Una_Kec_8,-0.126438,122.32864,199.77,270.74,115.84,3.77,0.331,4,2018,Agriculture,118.2,0.128,1377.69,0
Buol,Buol_Kec_2,-1.112036,121.59217,126.18,181.57,71.38,24.6,0.248,7,2018,Agriculture,256.35,0.259,1255.09,0
Banggai,Banggai_Kec_10,0.258119,120.839975,83.98,125.28,358.35,7.55,0.406,11,2015,Agriculture,813.47,5.23,250.32,0
Tolitoli,Tolitoli_Kec_19,-0.123503,120.382506,59.85,66.01,52.52,15.99,0.801,11,2022,Tree Cover,938.87,0.83,1008.89,0
Morowali,Morowali_Kec_19,0.613676,123.800084,81.81,89.9,145.57,7.85,0.412,1,2020,Tree Cover,795.72,3.353,92.16,0
Parigi Moutong,Parigi Moutong_Kec_10,-0.443057,123.172236,100.04,225.13,72.13,34.08,0.671,1,2017,Tree Cover,238.86,2.066,424.5,0
Sigi,Sigi_Kec_17,-1.092297,119.758209,154.78,190.56,309.1,40.13,0.428,5,2017,Agriculture,97.07,2.32,1061.38,0
Morowali Utara,Morowali Utara_Kec_10,0.086965,123.44924,213.18,248.63,151.87,19.13,0.532,5,2021,Tree Cover,79.99,3.898,3945.5,0
Poso,Poso_Kec_2,-1.692676,119.58647,142.5,162.05,335.38,14.81,0.117,11,2023,Built-up,113.86,3.805,390.02,0
Banggai Kepulauan,Banggai Kepulauan_Kec_6,0.10344,122.45531,239.48,266.02,91.96,9.08,0.395,1,2019,Tree Cover,237.52,2.999,10.32,0
Banggai,Banggai_Kec_16,0.590051,120.460049,145.47,233.28,118.41,9.09,-0.005,5,2023,Agriculture,60.35,5.342,1159.11,0
Morowali,Morowali_Kec_13,-1.298691,119.55749,191.0,201.04,75.6,32.01,0.707,3,2015,Tree Cover,123.4,2.632,298.01,1
Buol,Buol_Kec_17,-0.579593,120.848239,153.82,200.68,348.7,16.64,0.538,6,2017,Tree Cover,220.37,0.387,709.57,0
Morowali,Morowali_Kec_14,-0.560062,121.601163,146.78,160.4,150.69,10.75,0.115,11,2020,Bareland,1106.06,1.546,296.07,0
Sigi,Sigi_Kec_10,-1.282243,121.565272,10.0,23.12,729.48,25.5,0.206,8,2015,Tree Cover,160.56,5.407,311.31,0
Sigi,Sigi_Kec_18,0.324455,123.393373,49.09,138.77,682.35,24.43,0.178,2,2020,Bareland,132.47,3.152,919.78,0
Parigi Moutong,Parigi Moutong_Kec_8,-0.00383,121.719668,70.17,142.38,251.37,7.83,0.568,6,2019,Tree Cover,853.0,2.399,235.3,0
Poso,Poso_Kec_5,0.277732,119.965944,205.76,246.94,34.41,21.3,0.455,7,2022,Tree Cover,124.62,2.915,148.38,1
Palu,Palu_Kec_18,-1.087302,121.212363,64.82,130.85,94.96,9.95,0.61,10,2017,Tree Cover,29.93,4.361,286.47,0
Morowali Utara,Morowali Utara_Kec_14,-0.660766,123.188828,150.82,164.99,47.73,21.89,0.463,12,2017,Agriculture,331.6,4.055,157.72,0
Morowali Utara,Morowali Utara_Kec_8,-0.698752,121.854784,140.84,232.9,12.98,12.43,0.368,6,2018,Tree Cover,141.81,3.77,539.32,1
Parigi Moutong,Parigi Moutong_Kec_11,-0.159195,121.903907,159.73,221.02,23.66,24.35,0.764,12,2020,Tree Cover,704.97,5.653,2032.14,0
Banggai Laut,Banggai Laut_Kec_3,-1.506016,122.671487,172.47,234.85,172.51,1.61,0.196,12,2018,Bareland,95.2,3.124,3850.2,0
Morowali,Morowali_Kec_3,-0.326866,119.957083,131.35,148.79,33.81,37.39,0.506,11,2020,Tree Cover,690.17,0.975,1071.49,0
Banggai,Banggai_Kec_7,-1.674186,121.477911,123.08,160.05,72.01,7.64,0.453,2,2018,Agriculture,77.56,2.645,1531.27,0
Poso,Poso_Kec_13,0.119106,124.259038,270.52,335.26,96.4,14.04,0.258,10,2023,Agriculture,70.37,3.63,5284.87,0
Donggala,Donggala_Kec_7,-0.230346,121.230927,71.66,126.2,9.76,2.06,0.604,3,2017,Tree Cover,416.3,5.425,528.26,0
Buol,Buol_Kec_19,-0.324618,123.166391,67.27,131.76,31.46,5.98,0.61,2,2018,Tree Cover,318.17,2.124,1383.73,0
Tolitoli,Tolitoli_Kec_18,-0.930125,123.726676,100.61,171.19,750.9,12.2,0.472,2,2022,Agriculture,259.64,3.093,666.34,0
Tojo Una-Una,Tojo Una-Una_Kec_7,-1.153497,119.623871,120.02,182.94,406.58,4.66,0.408,6,2015,Tree Cover,509.76,4.229,1230.5,0
Poso,Poso_Kec_1,0.639198,121.986286,168.9,207.59,160.41,18.5,0.192,1,2016,Agriculture,1203.31,3.483,107.79,0
Parigi Moutong,Parigi Moutong_Kec_4,-0.776633,120.477417,130.68,201.17,68.59,24.57,0.651,12,2024,Tree Cover,624.42,3.655,525.06,0
Tolitoli,Tolitoli_Kec_16,-0.814928,121.966322,142.65,200.58,52.92,22.75,0.619,5,2020,Tree Cover,556.82,0.241,39.13,0
Parigi Moutong,Parigi Moutong_Kec_20,-0.200764,122.390703,197.73,258.76,497.74,11.83,0.358,6,2021,Agriculture,239.42,0.069,1662.09,0
Morowali Utara,Morowali Utara_Kec_8,0.61925,120.741592,210.79,301.84,134.42,8.18,0.206,6,2022,Tree Cover,144.66,2.156,1123.11,0
Buol,Buol_Kec_10,0.563314,122.899215,246.59,252.85,45.9,27.29,0.171,9,2017,Bareland,140.27,3.016,545.47,0
Tojo Una-Una,Tojo Una-Una_Kec_18,-0.71154,122.565538,144.24,178.34,696.28,22.62,0.266,7,2021,Tree Cover,1917.74,4.977,1254.41,0
Poso,Poso_Kec_9,1.101764,121.695353,168.91,225.1,232.13,7.5,-0.012,1,2020,Bareland,311.07,4.914,184.98,0
Banggai,Banggai_Kec_16,-1.187974,120.103442,113.75,138.88,177.03,15.34,0.159,4,2020,Bareland,154.76,3.575,892.41,0
Donggala,Donggala_Kec_16,0.766043,124.031337,169.95,228.66,273.27,13.55,0.468,1,2015,Tree Cover,351.03,4.252,4081.15,0
Parigi Moutong,Parigi Moutong_Kec_12,-1.696911,123.635049,153.43,190.3,74.82,8.92,0.127,11,2024,Bareland,113.61,4.018,887.71,0
Morowali Utara,Morowali Utara_Kec_2,-1.752163,123.765203,115.59,235.58,19.16,24.57,0.185,7,2018,Built-up,1375.03,1.676,266.82,0
Parigi Moutong,Parigi Moutong_Kec_5,0.815507,124.349047,171.88,255.2,381.48,6.91,0.043,2,2015,Agriculture,858.96,1.062,366.2,0
Poso,Poso_Kec_18,-0.950017,124.390766,168.07,211.51,419.71,3.14,0.603,11,2024,Tree Cover,15.83,2.022,2529.55,0
Banggai Kepulauan,Banggai Kepulauan_Kec_19,0.184746,120.314291,114.87,192.15,110.7,28.1,0.201,3,2020,Tree Cover,66.44,1.025,32.78,0
Poso,Poso_Kec_5,-0.440146,120.735885,199.59,266.62,144.78,13.07,0.28,9,2015,Agriculture,429.31,0.545,825.45,1
Morowali,Morowali_Kec_8,1.134671,121.856117,144.1,181.2,440.73,7.08,0.462,10,2021,Tree Cover,916.35,1.384,777.71,0
Banggai Kepulauan,Banggai Kepulauan_Kec_8,1.111252,119.803909,97.03,147.49,149.78,7.79,0.612,11,2024,Tree Cover,190.04,1.318,784.71,0
Tojo Una-Una,Tojo Una-Una_Kec_18,-0.807064,120.36731,129.61,195.12,56.48,5.11,0.374,2,2021,Built-up,3156.53,2.118,5.0,0
Banggai Laut,Banggai Laut_Kec_11,0.191479,122.11629,198.9,232.15,337.99,12.66,0.393,6,2018,Tree Cover,528.09,2.354,856.02,0
Buol,Buol_Kec_16,-1.229622,121.16298,168.9,225.89,322.83,7.8,0.089,9,2015,Built-up,401.46,3.163,193.93,0
Banggai Laut,Banggai Laut_Kec_16,-1.545658,122.366619,280.86,355.53,149.39,22.63,0.38,9,2018,Tree Cover,127.07,2.843,2161.79,1
Sigi,Sigi_Kec_12,-1.567765,120.621049,151.37,222.5,6.69,11.18,0.788,6,2018,Tree Cover,499.54,2.149,1377.43,0
Sigi,Sigi_Kec_5,-0.887069,121.686384,187.87,280.99,225.76,22.46,0.277,9,2017,Tree Cover,273.72,1.775,607.12,0
Sigi,Sigi_Kec_18,-0.375735,122.725528,177.57,296.96,29.71,18.22,0.208,7,2017,Agriculture,233.14,0.087,544.95,0
Banggai,Banggai_Kec_2,-0.133676,123.104126,114.87,145.13,65.16,10.27,0.248,4,2015,Agriculture,479.31,4.245,311.04,0
Banggai Laut,Banggai Laut_Kec_2,-0.109345,123.76187,123.05,154.87,93.81,13.61,0.421,10,2019,Agriculture,787.54,5.753,725.98,0
Morowali Utara,Morowali Utara_Kec_5,0.747806,122.849454,203.37,226.79,92.81,20.42,0.221,6,2021,Agriculture,911.35,0.464,445.43,0
Donggala,Donggala_Kec_5,1.094994,122.636465,135.24,175.85,168.71,31.64,0.329,6,2016,Agriculture,463.24,2.582,299.84,0
Parigi Moutong,Parigi Moutong_Kec_17,0.69746,124.376498,121.08,235.13,72.84,12.97,0.47,11,2018,Tree Cover,126.88,2.771,128.72,0
Morowali,Morowali_Kec_2,-1.490401,122.165216,155.23,200.89,167.22,6.02,0.703,5,2015,Built-up,5468.31,4.456,1429.44,0
Banggai Kepulauan,Banggai Kepulauan_Kec_20,-1.368403,122.610298,161.73,196.55,96.2,2.56,0.383,5,2017,Tree Cover,624.61,0.51,2388.96,0
Banggai Laut,Banggai Laut_Kec_16,0.909458,121.489389,168.45,228.18,242.77,11.76,0.269,7,2024,Agriculture,186.06,4.454,234.98,0
Palu,Palu_Kec_18,-0.325465,123.927204,135.86,139.76,20.33,33.22,0.467,11,2016,Tree Cover,86.09,2.918,1446.97,0
Palu,Palu_Kec_1,0.157498,122.783875,176.35,261.09,13.4,28.8,0.212,11,2021,Tree Cover,243.07,0.77,200.42,0
Banggai,Banggai_Kec_10,-0.718805,121.45874,118.35,200.05,139.39,4.36,0.619,2,2016,Tree Cover,238.19,5.305,658.69,0
Palu,Palu_Kec_17,0.825177,123.587913,222.24,289.63,113.59,9.5,0.476,7,2020,Tree Cover,58.83,4.674,564.06,0
Buol,Buol_Kec_6,0.375932,121.993122,192.37,249.3,102.65,12.29,0.011,8,2016,Agriculture,433.16,2.971,168.92,0
Donggala,Donggala_Kec_17,0.353792,120.587115,194.55,219.25,39.16,15.13,0.52,9,2018,Tree Cover,1567.25,4.199,804.04,0
Sigi,Sigi_Kec_8,0.543129,123.103382,101.91,164.95,62.39,6.19,0.536,5,2015,Built-up,2145.13,5.513,169.75,0
Parigi Moutong,Parigi Moutong_Kec_20,1.100018,123.135464,117.63,149.11,78.48,27.28,0.539,6,2023,Tree Cover,681.77,3.031,344.87,0
Banggai,Banggai_Kec_9,0.06745,121.879915,114.82,187.08,280.18,7.35,0.143,6,2023,Bareland,457.76,5.861,477.08,0
Poso,Poso_Kec_13,-0.181726,121.99179,138.82,217.42,190.56,1.12,0.286,5,2021,Agriculture,108.4,5.912,346.42,0
Morowali,Morowali_Kec_13,-1.387754,119.827407,169.3,237.95,76.4,6.75,0.408,1,2024,Tree Cover,1464.07,0.248,68.09,0
Banggai Kepulauan,Banggai Kepulauan_Kec_8,-0.581484,122.530887,185.92,232.88,153.03,19.72,-0.054,1,2022,Built-up,345.84,5.896,136.35,0
Parigi Moutong,Parigi Moutong_Kec_10,-1.503387,121.092482,183.25,234.48,99.26,17.97,0.223,4,2022,Agriculture,356.95,2.297,2601.49,0
Banggai Laut,Banggai Laut_Kec_2,1.150571,120.527116,134.63,165.09,433.58,6.64,0.004,6,2017,Agriculture,761.21,5.359,963.27,0
Morowali Utara,Morowali Utara_Kec_13,0.803497,121.00772,224.16,252.33,380.1,31.28,0.309,7,2021,Tree Cover,318.97,4.181,151.72,1
Banggai,Banggai_Kec_16,-1.379923,121.504062,250.53,303.05,221.58,8.2,0.685,2,2024,Tree Cover,262.32,4.186,1256.37,0
Palu,Palu_Kec_1,0.394461,124.277058,131.67,183.03,249.19,10.31,0.614,8,2021,Tree Cover,378.99,1.807,226.28,0
Tolitoli,Tolitoli_Kec_6,-1.407603,122.412664,155.02,204.41,193.74,10.89,0.13,2,2020,Agriculture,121.78,0.127,1177.57,0
Tojo Una-Una,Tojo Una-Una_Kec_14,0.687952,122.204983,42.25,148.17,392.59,26.43,0.379,12,2023,Tree Cover,540.75,5.433,1822.03,0
